case_id,parent_category,category,service_name,title,region,city,district,neighborhood,customer_symptom,customer_concern,actual_cause,repair_method,materials,work_time,price,production_lead_time,before_image_count,during_image_count,after_image_count,before_image_paths,during_image_paths,after_image_paths,summary,primary_keyword,secondary_keywords,slug,route,canonical_url,cta,published_date,source_file
case-031,싱크대 수리,하부장 밑판 교체,하부장 밑판 교체,일산 싱크대 하부장 밑판 교체 사례,일산,일산,,,일산 주방 하부장 밑판이 장기간 습기에 노출되어 부풀어 오른 상태였습니다. 손상 부위를 제거하고 새 밑판으로 교체한 사례입니다.,,습기|밑판,손상 부위를 제거하고 새 밑판으로 교체한 사례입니다,밑판,,,,1,0,1,/images/cases/case-032-before.jpg,,/images/cases/case-032-after.jpg,일산 주방 하부장 밑판이 장기간 습기에 노출되어 부풀어 오른 상태였습니다. 손상 부위를 제거하고 새 밑판으로 교체한 사례입니다.,하부장 수리,하부장 밑판 교체|싱크대 하부장 수리|하부장 썩음|하부장 물먹음|하부장 부식|싱크대 누수|주방 하부장 교체,case-031,/cases/case-031,https://www.restorystudio.co.kr/cases/case-031,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-29,lib/case-data.tsx
case-030,싱크대 수리,상부장 처짐,상부장 처짐,마포구 싱크대 상부장 처짐 수리 사례,마포구,마포구,,,서울 마포구 아파트 주방에서 상부장이 앞으로 기울어지는 증상이 발생했습니다. 기존 고정부를 점검하고 시공목을 보강하여 상부장 처짐 문제를 안전하게 해결한 사례입니다.,,시공목|처짐|추락,기존 고정부를 점검하고 시공목을 보강하여 상부장 처짐 문제를 안전하게 해결한 사례입니다,시공목,,,,1,0,1,/images/cases/case-030-before.jpg,,/images/cases/case-030-after.jpg,서울 마포구 아파트 주방에서 상부장이 앞으로 기울어지는 증상이 발생했습니다. 기존 고정부를 점검하고 시공목을 보강하여 상부장 처짐 문제를 안전하게 해결한 사례입니다.,싱크대 수리,상부장 처짐|싱크대 상부장 수리|싱크대 상부장 처짐|상부장 보강|상부장 내려앉음|상부장 추락|마포구 싱크대 수리|마포구 상부장 수리,case-030,/cases/case-030,https://www.restorystudio.co.kr/cases/case-030,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-26,lib/case-data.tsx
case-029,싱크대 수리,상부장 처짐,상부장 처짐,마포구 싱크대 상부장 처짐 수리 사례,마포구,마포구,,,마포구 주방 상부장이 내려앉아 문짝 간격이 벌어지고 흔들리는 상태였습니다. 내부 고정부를 재시공하여 안정적으로 사용할 수 있도록 복원한 수리 사례입니다.,,처짐,내부 고정부를 재시공하여 안정적으로 사용할 수 있도록 복원한 수리 사례입니다,,,,,1,0,1,/images/cases/case-029-before.jpg,,/images/cases/case-029-after.jpg,마포구 주방 상부장이 내려앉아 문짝 간격이 벌어지고 흔들리는 상태였습니다. 내부 고정부를 재시공하여 안정적으로 사용할 수 있도록 복원한 수리 사례입니다.,싱크대 수리,상부장 처짐|상부장 보강|상부장 내려앉음|상부장 추락|마포구 싱크대 수리|마포구 상부장 수리,case-029,/cases/case-029,https://www.restorystudio.co.kr/cases/case-029,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-10,lib/case-data.tsx
case-028,싱크대 수리,상부장 처짐,상부장 처짐,은평구 싱크대 상부장 처짐 수리 사례,은평구,은평구,,,은평구 아파트 주방에서 상부장이 벽면에서 벌어지며 추락 위험이 발생했습니다. 구조 보강 작업을 통해 상부장을 안전하게 복원한 현장 사례입니다.,,처짐|추락,구조 보강 작업을 통해 상부장을 안전하게 복원한 현장 사례입니다,,,,,1,0,1,/images/cases/case-028-before.jpg,,/images/cases/case-028-after.jpg,은평구 아파트 주방에서 상부장이 벽면에서 벌어지며 추락 위험이 발생했습니다. 구조 보강 작업을 통해 상부장을 안전하게 복원한 현장 사례입니다.,싱크대 수리,상부장 처짐|은평구 싱크대 수리|은평구 상부장 수리|싱크대 상부장 처짐|상부장 보강|상부장 내려앉음|상부장 추락,case-028,/cases/case-028,https://www.restorystudio.co.kr/cases/case-028,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-23,lib/case-data.tsx
case-027,싱크대 수리,상부장 처짐,상부장 처짐,인천 싱크대 상부장 처짐 수리 사례,인천,인천,,,인천 주방 상부장이 처지면서 문짝 정렬이 틀어진 상태였습니다. 시공목과 고정 부위를 보강하여 상부장 기능을 정상화한 수리 사례입니다.,,시공목|처짐,시공목과 고정 부위를 보강하여 상부장 기능을 정상화한 수리 사례입니다,시공목,,,,1,0,1,/images/cases/case-027-before.jpg,,/images/cases/case-027-after.jpg,인천 주방 상부장이 처지면서 문짝 정렬이 틀어진 상태였습니다. 시공목과 고정 부위를 보강하여 상부장 기능을 정상화한 수리 사례입니다.,싱크대 수리,상부장 처짐|인천 싱크대 수리|인천 상부장 수리|싱크대 상부장 처짐|상부장 보강|상부장 내려앉음|상부장 추락,case-027,/cases/case-027,https://www.restorystudio.co.kr/cases/case-027,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-25,lib/case-data.tsx
case-026,싱크대 리폼,싱크대 리폼,싱크대 리폼,당하동 싱크대 문짝 리폼 사례,당하동,당하동,,,당하동 주방 문짝이 변색되고 생활 스크래치가 심한 상태였습니다. 화이트 톤 PET 문짝으로 교체하여 밝고 깔끔한 주방 분위기로 리폼한 사례입니다.,,,화이트 톤 PET 문짝으로 교체하여 밝고 깔끔한 주방 분위기로 리폼한 사례입니다,PET,,,,1,0,1,/images/cases/case-026-before.jpg,,/images/cases/case-026-after.jpg,당하동 주방 문짝이 변색되고 생활 스크래치가 심한 상태였습니다. 화이트 톤 PET 문짝으로 교체하여 밝고 깔끔한 주방 분위기로 리폼한 사례입니다.,싱크대 리폼,문짝 교체|주방 리폼|당하동 싱크대 리폼|당하동 주방 리폼,case-026,/cases/case-026,https://www.restorystudio.co.kr/cases/case-026,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-01-02,lib/case-data.tsx
case-025,싱크대 수리,상부장 처짐,상부장 처짐,당하동 싱크대 상부장 처짐 수리 사례,당하동,당하동,,,당하동 아파트 상부장이 앞으로 기울어지며 사용이 불편한 상태였습니다. 내부 구조를 점검한 뒤 상부장을 보강하여 처짐 문제를 해결한 사례입니다.,,처짐,내부 구조를 점검한 뒤 상부장을 보강하여 처짐 문제를 해결한 사례입니다,,,,,1,0,1,/images/cases/case-025-before.jpg,,/images/cases/case-025-after.jpg,당하동 아파트 상부장이 앞으로 기울어지며 사용이 불편한 상태였습니다. 내부 구조를 점검한 뒤 상부장을 보강하여 처짐 문제를 해결한 사례입니다.,싱크대 수리,상부장 처짐|상부장 보강|상부장 내려앉음|상부장 추락,case-025,/cases/case-025,https://www.restorystudio.co.kr/cases/case-025,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2025-12-28,lib/case-data.tsx
case-024,가죽 리폼,회의실 테이블 가죽 교체,회의실 테이블 가죽 교체,회사 중역 테이블 가죽 리폼 천갈이 사례,서울,서울,,,회사 중역 테이블 상판 가죽이 벗겨지고 노후화된 상태였습니다. 신규 가죽으로 교체하여 고급스러운 회의 공간 분위기를 복원한 리폼 사례입니다.,,가죽,신규 가죽으로 교체하여 고급스러운 회의 공간 분위기를 복원한 리폼 사례입니다,가죽,,,,1,0,1,/images/cases/case-024-before.jpg,,/images/cases/case-024-after.jpg,회사 중역 테이블 상판 가죽이 벗겨지고 노후화된 상태였습니다. 신규 가죽으로 교체하여 고급스러운 회의 공간 분위기를 복원한 리폼 사례입니다.,가죽 리폼,테이블 리폼|상판 리폼|천갈이|의자 리폼|인천,case-024,/cases/case-024,https://www.restorystudio.co.kr/cases/case-024,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-4-16,lib/case-data.tsx
case-023,가죽 리폼,특수 가죽 교체,특수 가죽 교체,인천 회사 의자 팔걸이 가죽 교체 사례,인천,인천,,,사무실 의자 팔걸이 가죽이 갈라지고 벗겨져 외관 손상이 심한 상태였습니다. 팔걸이 가죽을 교체하여 깔끔하게 복원한 사례입니다.,,가죽,팔걸이 가죽을 교체하여 깔끔하게 복원한 사례입니다,가죽,,,,1,0,1,/images/cases/case-023-before.jpg,,/images/cases/case-023-after.jpg,사무실 의자 팔걸이 가죽이 갈라지고 벗겨져 외관 손상이 심한 상태였습니다. 팔걸이 가죽을 교체하여 깔끔하게 복원한 사례입니다.,가죽 리폼,의자 리폼|팔걸이 리폼,case-023,/cases/case-023,https://www.restorystudio.co.kr/cases/case-023,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-4-14,lib/case-data.tsx
case-022,싱크대 리폼,싱크대 리폼,싱크대 리폼,인천 주방 문짝 리폼 사례,인천,인천,,,오래된 주방 문짝의 변색과 들뜸 현상이 심해 전체적인 노후감이 있었습니다. 문짝 리폼을 통해 새 주방 같은 분위기로 개선한 사례입니다.,,,문짝 리폼을 통해 새 주방 같은 분위기로 개선한 사례입니다,,,,,1,0,1,/images/cases/case-022-before.jpeg,,/images/cases/case-022-after.jpeg,오래된 주방 문짝의 변색과 들뜸 현상이 심해 전체적인 노후감이 있었습니다. 문짝 리폼을 통해 새 주방 같은 분위기로 개선한 사례입니다.,싱크대 리폼,주방 리폼,case-022,/cases/case-022,https://www.restorystudio.co.kr/cases/case-022,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2025-10-21,lib/case-data.tsx
case-021,싱크대 리폼,싱크대 리폼,싱크대 리폼,인천 주방 문짝 리폼 사례,인천 신현동,인천,신현동,,인천 신현동 주방 문짝이 노후화되어 색상 변색과 사용 흔적이 많았습니다. 문짝 교체 리폼으로 주방 전체 이미지를 새롭게 바꾼 사례입니다.,,,문짝 교체 리폼으로 주방 전체 이미지를 새롭게 바꾼 사례입니다,,,,,1,0,1,/images/cases/case-021-before.jpeg,,/images/cases/case-021-after.jpeg,인천 신현동 주방 문짝이 노후화되어 색상 변색과 사용 흔적이 많았습니다. 문짝 교체 리폼으로 주방 전체 이미지를 새롭게 바꾼 사례입니다.,싱크대 리폼,주방 리폼|인천 싱크대 리폼|인천 주방 리폼|신현동 싱크대 리폼|신현동 주방 리폼,case-021,/cases/case-021,https://www.restorystudio.co.kr/cases/case-021,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2025-08-26,lib/case-data.tsx
case-020,싱크대 리폼,싱크대 리폼,싱크대 리폼,인천 싱크대 리폼 사례,인천 신현동,인천,신현동,,신현동 아파트 주방이 오래된 문짝과 손상된 마감재로 인해 낡아 보이는 상태였습니다. 싱크대 리폼을 통해 비용 부담 없이 분위기를 개선한 사례입니다.,,,신현동 아파트 주방이 오래된 문짝과 손상된 마감재로 인해 낡아 보이는 상태였습니다,,,,,1,0,1,/images/cases/case-020-before.jpeg,,/images/cases/case-020-after.jpeg,신현동 아파트 주방이 오래된 문짝과 손상된 마감재로 인해 낡아 보이는 상태였습니다. 싱크대 리폼을 통해 비용 부담 없이 분위기를 개선한 사례입니다.,싱크대 리폼,주방 리폼|인천 싱크대 리폼|인천 주방 리폼|신현동 싱크대 리폼|신현동 주방 리폼,case-020,/cases/case-020,https://www.restorystudio.co.kr/cases/case-020,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-01-10,lib/case-data.tsx
case-019,싱크대 리폼,싱크대 리폼,싱크대 리폼,인천 싱크대 리폼 사례,인천 주안,인천,주안,,주안 주방 문짝 표면이 벗겨지고 색상이 바랜 상태였습니다. 문짝 교체 리폼으로 새 주방처럼 깔끔하게 변신한 사례입니다.,,,문짝 교체 리폼으로 새 주방처럼 깔끔하게 변신한 사례입니다,,,,,1,0,1,/images/cases/case-019-before.jpeg,,/images/cases/case-019-after.jpeg,주안 주방 문짝 표면이 벗겨지고 색상이 바랜 상태였습니다. 문짝 교체 리폼으로 새 주방처럼 깔끔하게 변신한 사례입니다.,싱크대 리폼,주방 리폼|인천 싱크대 리폼|인천 주방 리폼|주안 싱크대 리폼|주안 주방 리폼,case-019,/cases/case-019,https://www.restorystudio.co.kr/cases/case-019,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-19,lib/case-data.tsx
case-018,소파 복원,소파 복원,소파 복원,인천 소파 수리 사례,인천 주안,인천,주안,,주안 지역 3인용 소파가 꺼져 앉을 때 바닥이 느껴지는 상태였습니다. 내부 스프링과 쿠션재를 보강하여 착석감을 복원한 소파 수리 사례입니다.,,스프링|쿠션,내부 스프링과 쿠션재를 보강하여 착석감을 복원한 소파 수리 사례입니다,스펀지,,,,1,0,1,/images/cases/case-018-before.jpeg,,/images/cases/case-18-after.jpeg,주안 지역 3인용 소파가 꺼져 앉을 때 바닥이 느껴지는 상태였습니다. 내부 스프링과 쿠션재를 보강하여 착석감을 복원한 소파 수리 사례입니다.,소파 복원,소파 꺼짐|소파 수리|쇼파 꺼짐|소파 쿠션 꺼짐|소파 스프링 수리|주안|주안 소파 수리,case-018,/cases/case-018,https://www.restorystudio.co.kr/cases/case-018,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-19,lib/case-data.tsx
case-017,싱크대 리폼,싱크대 리폼,싱크대 리폼,인천 싱크대 문짝 리폼,인천 부평구,인천,부평구,,부평구 주방 문짝이 변색되고 생활 스크래치가 누적된 상태였습니다. 싱크대 문짝만 교체하여 합리적인 비용으로 리폼한 사례입니다.,,,싱크대 문짝만 교체하여 합리적인 비용으로 리폼한 사례입니다,,,,,1,0,1,/images/cases/case-017-before.jpg,,/images/cases/case-017-after.jpg,부평구 주방 문짝이 변색되고 생활 스크래치가 누적된 상태였습니다. 싱크대 문짝만 교체하여 합리적인 비용으로 리폼한 사례입니다.,싱크대 문짝,싱크대리폼|주방 리폼|부평 싱크대 리폼|부평 주방 리폼|인천 싱크대 리폼|인천 주방 리폼,case-017,/cases/case-017,https://www.restorystudio.co.kr/cases/case-017,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-01-18,lib/case-data.tsx
case-016,싱크대 수리,상부장 처짐,상부장 처짐,인천 싱크대 상부장 처짐,인천 서구,인천,서구,,인천 서구 주방 상부장이 앞으로 기울어지며 문짝이 제대로 닫히지 않는 상태였습니다. 구조 보강 작업을 통해 상부장 처짐 문제를 해결한 사례입니다.,,시공목|처짐,구조 보강 작업을 통해 상부장 처짐 문제를 해결한 사례입니다,시공목,,,,1,0,1,/images/cases/case-016-before.jpg,,/images/cases/case-016-after.jpg,인천 서구 주방 상부장이 앞으로 기울어지며 문짝이 제대로 닫히지 않는 상태였습니다. 구조 보강 작업을 통해 상부장 처짐 문제를 해결한 사례입니다.,싱크대 상부장 처짐,싱크대수리|상부장 수리|싱크대 상부장 수리|싱크대 상부장 처짐|상부장 보강|상부장 내려앉음|상부장 추락|주방 상부장 수리,case-016,/cases/case-016,https://www.restorystudio.co.kr/cases/case-016,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-01-18,lib/case-data.tsx
case-015,가죽 리폼,의자 천갈이,의자 천갈이,사우나 의자 가죽 리폼,그랜드 cc,그랜드,cc,,사우나 벤치 의자의 가죽이 갈라지고 벗겨져 미관이 저하된 상태였습니다. 내구성 높은 가죽으로 교체하여 깔끔하게 복원한 사례입니다.,,가죽,내구성 높은 가죽으로 교체하여 깔끔하게 복원한 사례입니다,가죽,,,,1,0,1,/images/cases/case-015-before.jpg,,/images/cases/case-015-after.jpg,사우나 벤치 의자의 가죽이 갈라지고 벗겨져 미관이 저하된 상태였습니다. 내구성 높은 가죽으로 교체하여 깔끔하게 복원한 사례입니다.,사우나 의자 수리,의자 가죽 교체|벤치 의자 리폼|사우나 벤치 수리|업소용 의자 수리|의자 천갈이|가죽 리폼,case-015,/cases/case-015,https://www.restorystudio.co.kr/cases/case-015,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-04-22,lib/case-data.tsx
case-014,가죽 리폼,회의실 테이블 가죽 교체,회의실 테이블 가죽 교체,회의 테이블 가죽 교체,서울,서울,,,회의실 테이블 상판 가죽이 손상되고 마모가 진행된 상태였습니다. 가죽 교체 작업으로 고급스러운 회의 공간 이미지를 되살린 사례입니다.,,가죽,가죽 교체 작업으로 고급스러운 회의 공간 이미지를 되살린 사례입니다,가죽,,,,1,0,1,/images/cases/case-014-before.jpg,,/images/cases/case-014-after.jpg,회의실 테이블 상판 가죽이 손상되고 마모가 진행된 상태였습니다. 가죽 교체 작업으로 고급스러운 회의 공간 이미지를 되살린 사례입니다.,가죽교체   ,테이블 리폼|회의 테이블 리폼|업소용 테이블 리폼|가죽 리폼,case-014,/cases/case-014,https://www.restorystudio.co.kr/cases/case-014,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-11,lib/case-data.tsx
case-013,가죽 리폼,의자 천갈이,의자 천갈이,양천구 목동 의자 가죽 리폼,서울 양천구,서울,양천구,,양천구 목동 의자 가죽이 갈라지고 벗겨져 사용감이 크게 느껴지는 상태였습니다. 신규 가죽으로 교체하여 외관과 내구성을 개선한 사례입니다.,,가죽,신규 가죽으로 교체하여 외관과 내구성을 개선한 사례입니다,가죽,,,,1,0,1,/images/cases/case-013-before.jpg,,/images/cases/case-013-after.jpg,양천구 목동 의자 가죽이 갈라지고 벗겨져 사용감이 크게 느껴지는 상태였습니다. 신규 가죽으로 교체하여 외관과 내구성을 개선한 사례입니다.,가죽교체   ,테이블 리폼|의자 리폼|의자 천갈이,case-013,/cases/case-013,https://www.restorystudio.co.kr/cases/case-013,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-01-18,lib/case-data.tsx
case-012,가죽 리폼,회의실 테이블 가죽 교체,회의실 테이블 가죽 교체,강서구 회사 중역 테이블 가죽 리폼,서울 강서구,서울,강서구,,강서구 사무실 중역 테이블 가죽이 노후화되어 색상 변색과 마모가 진행된 상태였습니다. 가죽 리폼을 통해 고급스러운 분위기를 복원한 사례입니다.,,가죽,가죽 리폼을 통해 고급스러운 분위기를 복원한 사례입니다,가죽,,,,1,0,1,/images/cases/case-012-before.jpg,,/images/cases/case-012-after.jpg,강서구 사무실 중역 테이블 가죽이 노후화되어 색상 변색과 마모가 진행된 상태였습니다. 가죽 리폼을 통해 고급스러운 분위기를 복원한 사례입니다.,가죽교체   ,테이블 리폼,case-012,/cases/case-012,https://www.restorystudio.co.kr/cases/case-012,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-01-22,lib/case-data.tsx
case-011,가죽 리폼,특수 가죽 교체,특수 가죽 교체,관악구 가죽 리폼,서울 관악구,서울,관악구,,관악구 현장의 가죽 가구 표면이 갈라지고 벗겨져 교체가 필요한 상태였습니다. 가죽 리폼 작업을 통해 새 제품 같은 외관으로 복원한 사례입니다.,,가죽,관악구 현장의 가죽 가구 표면이 갈라지고 벗겨져 교체가 필요한 상태였습니다,가죽,,,,1,0,1,/images/cases/case-011-before.jpg,,/images/cases/case-011-after.jpg,관악구 현장의 가죽 가구 표면이 갈라지고 벗겨져 교체가 필요한 상태였습니다. 가죽 리폼 작업을 통해 새 제품 같은 외관으로 복원한 사례입니다.,가죽교체,의자 리폼,case-011,/cases/case-011,https://www.restorystudio.co.kr/cases/case-011,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-02-01,lib/case-data.tsx
case-010,싱크대 리폼,싱크대 리폼,싱크대 리폼,관악구 싱크대 문짝 리폼,서울 관악구,서울,관악구,,관악구 주방 문짝이 변색되고 손상되어 전체 교체가 고민되던 현장이었습니다. 문짝만 교체하여 비용을 절감하면서 주방 분위기를 개선한 사례입니다.,,,관악구 주방 문짝이 변색되고 손상되어 전체 교체가 고민되던 현장이었습니다,,,,,1,0,1,/images/cases/case-010-before.jpeg,,/images/cases/case-010-after.jpeg,관악구 주방 문짝이 변색되고 손상되어 전체 교체가 고민되던 현장이었습니다. 문짝만 교체하여 비용을 절감하면서 주방 분위기를 개선한 사례입니다.,문짝 교체,싱크대 리폼,case-010,/cases/case-010,https://www.restorystudio.co.kr/cases/case-010,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-03-25,lib/case-data.tsx
case-009,싱크대 리폼,싱크대 리폼,싱크대 리폼,인천 싱크대 문짝 리폼,인천,인천,,,인천 주방 문짝의 필름 들뜸과 변색 현상이 심한 상태였습니다. 문짝 리폼을 통해 새 주방 같은 깔끔한 공간으로 개선한 사례입니다.,,,문짝 리폼을 통해 새 주방 같은 깔끔한 공간으로 개선한 사례입니다,,,,,1,0,1,/images/cases/case-009-before.jpg,,/images/cases/case-009-after.jpg,인천 주방 문짝의 필름 들뜸과 변색 현상이 심한 상태였습니다. 문짝 리폼을 통해 새 주방 같은 깔끔한 공간으로 개선한 사례입니다.,문짝 교체,싱크대 리폼,case-009,/cases/case-009,https://www.restorystudio.co.kr/cases/case-009,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-04-20,lib/case-data.tsx
case-001,싱크대 수리,상부장 처짐,상부장 처짐,인천 서구 싱크대 상부장 처짐 수리 사례,인천 서구,인천,서구,,인천 서구 싱크대 상부장이 앞으로 기울어지고 경첩이 이탈한 상태였습니다. 상부장 수리와 보강 작업을 통해 안전하게 사용할 수 있도록 복원한 사례입니다.,,경첩|처짐|추락,상부장 수리와 보강 작업을 통해 안전하게 사용할 수 있도록 복원한 사례입니다,,,,,1,0,1,/images/cases/case-001-before.jpg,,/images/cases/case-001-after.jpg,인천 서구 싱크대 상부장이 앞으로 기울어지고 경첩이 이탈한 상태였습니다. 상부장 수리와 보강 작업을 통해 안전하게 사용할 수 있도록 복원한 사례입니다.,상부장 수리,상부장 처짐|싱크대 상부장 수리|싱크대 상부장 처짐|상부장 경첩 교체|상부장 보강|인천 서구|인천 서구 상부장 수리,case-001,/cases/case-001,https://www.restorystudio.co.kr/cases/case-001,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-10,lib/case-data.tsx
case-002,싱크대 수리,상부장 처짐,상부장 처짐,"부천 싱크대 상부장 추락 사례, 처진 다음은 떨어집니다.",부천 작동,부천,작동,,서랍이 안 닫히는 증상. 레일 부식으로 3단 서랍레일 전체 교체.,,시공목|추락,레일 부식으로 3단 서랍레일 전체 교체,시공목,,,,1,0,1,/images/cases/case-002-before.jpg,,/images/cases/case-002-after.jpg,서랍이 안 닫히는 증상. 레일 부식으로 3단 서랍레일 전체 교체.,상부장,추락|부식,case-002,/cases/case-002,https://www.restorystudio.co.kr/cases/case-002,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-08,lib/case-data.tsx
case-003,싱크대 리폼,싱크대 리폼,싱크대 리폼,경기 부천시 주방 문짝 전체 교체,경기 부천시,경기,부천시,,20년 된 주방 문짝 색상 변색. 본체는 그대로 두고 문짝만 42장 교체.,,,본체는 그대로 두고 문짝만 42장 교체,,,,,1,0,1,/images/cases/case-003-before.jpg,,/images/cases/case-003-after.jpg,20년 된 주방 문짝 색상 변색. 본체는 그대로 두고 문짝만 42장 교체.,문짝교체,변색|리폼,case-003,/cases/case-003,https://www.restorystudio.co.kr/cases/case-003,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-05-05,lib/case-data.tsx
case-004,싱크대 리폼,싱크대 리폼,싱크대 리폼,서울 강서구 싱크대 상판 + 문짝 리폼,서울 강서구,서울,강서구,,상판 스크래치 심하고 문짝 들뜸. 상판 교체 + 문짝 리폼으로 새 주방 느낌.,,,상판 교체 + 문짝 리폼으로 새 주방 느낌,,,,,1,0,1,/images/cases/case-004-before.jpg,,/images/cases/case-004-after.jpg,상판 스크래치 심하고 문짝 들뜸. 상판 교체 + 문짝 리폼으로 새 주방 느낌.,상판,스크래치|리폼,case-004,/cases/case-004,https://www.restorystudio.co.kr/cases/case-004,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-04-28,lib/case-data.tsx
case-005,가죽 리폼,의자 천갈이,의자 천갈이,강남 레스토랑 의자 30개 천갈이,서울 강남구,서울,강남구,,가죽 벗겨진 레스토랑 의자 30개. 영업 중 작업으로 하루 만에 완료.,,가죽,,가죽,,,,1,0,1,/images/cases/case-005-before.jpg,,/images/cases/case-005-after.jpg,가죽 벗겨진 레스토랑 의자 30개. 영업 중 작업으로 하루 만에 완료.,레스토랑 의자 천갈이,식당 의자 수리|업소용 의자 수리|의자 가죽 교체|의자 천갈이|가죽 리폼|식당 의자 리폼|의자 대량 수리,case-005,/cases/case-005,https://www.restorystudio.co.kr/cases/case-005,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-04-25,lib/case-data.tsx
case-006,가죽 리폼,붙박이 소파 천갈이,붙박이 소파 천갈이,카페 소파 부스석 가죽 교체,경기 일산,경기,일산,,10년 된 카페 부스석 가죽 갈라짐. 인조가죽으로 전체 교체.,,가죽,인조가죽으로 전체 교체,가죽|인조가죽,,,,1,0,1,/images/cases/case-006-before.jpg,,/images/cases/case-006-after.jpg,10년 된 카페 부스석 가죽 갈라짐. 인조가죽으로 전체 교체.,카페 소파 수리,부스석 가죽 교체|카페 의자 수리|소파 천갈이|인조가죽 교체|업소용 소파 수리|부스석 리폼|가죽 리폼,case-006,/cases/case-006,https://www.restorystudio.co.kr/cases/case-006,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-04-20,lib/case-data.tsx
case-007,소파 복원,소파 복원,소파 복원,인천 송도 3인 소파 꺼짐 복원,인천 송도,인천,송도,,소파 쿠션 꺼짐이 심해서 앉으면 바닥 느낌. 내부 스프링 + 고밀도 폼 보강.,,스프링|쿠션,내부 스프링 + 고밀도 폼 보강,,,,,1,0,1,/images/cases/case-007-before.jpg,,/images/cases/case-007-after.jpg,소파 쿠션 꺼짐이 심해서 앉으면 바닥 느낌. 내부 스프링 + 고밀도 폼 보강.,소파 꺼짐,쇼파 꺼짐|소파 쿠션 꺼짐|소파 복원|소파 수리|소파 스프링 보강|소파 방석 꺼짐|송도 소파 수리,case-007,/cases/case-007,https://www.restorystudio.co.kr/cases/case-007,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-04-15,lib/case-data.tsx
case-008,소파 복원,소파 복원,소파 복원,서울 마포구 가죽소파 꺼짐 복원,서울 마포구,서울,마포구,,소파 꺼짐 심해서 앉으면 바닥 느낌. 내부 스프링 + 고밀도 폼 보강.,,시공목|가죽|스프링,내부 스프링 + 고밀도 폼 보강,가죽|시공목,,,,1,0,1,/images/cases/case-008-before.jpg,,/images/cases/case-008-after.jpg,소파 꺼짐 심해서 앉으면 바닥 느낌. 내부 스프링 + 고밀도 폼 보강.,가죽소파 수리,가죽소파 꺼짐|소파 복원|쇼파 꺼짐|소파 쿠션 꺼짐|소파 스프링 수리|마포 소파 수리|소파 방석 꺼짐,case-008,/cases/case-008,https://www.restorystudio.co.kr/cases/case-008,사진 보내주시면 먼저 상태를 확인해드리겠습니다.,2026-04-10,lib/case-data.tsx
